Gene	Age	dnds	Degree	cai	GC_content	essentiality	marginal_essentiality	phylogenetic_capacitance
YGL201C	pre_Eukaryota	0.0159	37	0.172	0.401	1	0.069765502	4
YGL202W	pre_Eukaryota	0.04965	7	0.269	0.419	0	0.005886368	5
YGL203C	N/A	0.0786	49	0.151	0.396	0	0.11898901	3
YGL205W	pre_Eukaryota	0.04095	9	0.162	0.403	0	0.028849817	5
YGL206C	Eukaryota	0.0234	40	0.266	0.374	0	0.389620521	4
YGL207W	pre_Eukaryota	0.0203	103	0.211	0.372	1	0.064833994	3
YGL208W	pre_Eukaryota	0.1151	12	0.114	0.454	0	0.005896734	3
YGL209W	N/A	0.07115	5	0.136	0.446	0	0.012188646	4
YGL211W	N/A	0.027	5	0.094	0.446	0	0.139305503	4
YGL212W	Eukaryota	0.13645	39	0.111	0.456	0	0.149583211	4
YGL213C	SCER_S28	0.0480666666667	30	0.17	0.388	0	0.041343965	4
YGL215W	Fungi	0.1102	9	0.157	0.378	0	0.099888988	4
YGL221C	pre_Eukaryota	0.0853	6	0.182	0.45	0	0.025340221	4
YGL222C	SCER_S28	0.244033333333	4	0.132	0.415	0	0.020352498	4
YGL223C	SCER_S28	0.1949	12	0.166	0.365	0	0.434268997	3
YGL224C	N/A	0.0667	2	0.146	0.385	0	0.019436449	4
YGL225W	Eukaryota	0.0641	9	0.318	0.401	1	0.049880056	6
YGL226W	Eukaryota	0.171	2	0.07	0.439	0	0.089064542	4
YGL227W	Eukaryota	0.0521	13	0.17	0.373	0	0.064535449	3
YGL228W	N/A	0.1155	0	0.174	0.402	0	0.144737038	4
YGL229C	Eukaryota	0.205433333333	14	0.166	0.36	0	0.011684138	4
YGL230C	SCER_S28	0.3544	3	0.157	0.34	0	0.01855453	1
YGL231C	N/A	0.0942	3	0.139	0.377	0	0.016965271	4
YGL233W	Eukaryota	0.0665	19	0.154	0.341	1	0.085070346	3
YGL234W	pre_Eukaryota	0.0404	15	0.258	0.449	0	0.013233293	5
YGL236C	pre_Eukaryota	0.0645	0	0.12	0.467	0	0.094001194	3
YGL237C	Eukaryota	0.211133333333	43	0.117	0.449	0	0.196321689	4
YGL238W	Eukaryota	0.0406	16	0.188	0.347	1	0.029311553	4
YGL240W	Eukaryota	0.0821	24	0.106	0.433	0	0.515512814	3
YGL241W	Eukaryota	0.1384	17	0.142	0.358	0	0.152470646	3
YGL242C	Eukaryota	0.0887	6	0.197	0.405	0	0.020539338	4
YGL243W	N/A	0.19425	1	0.118	0.375	0	0.008686851	3
YGL244W	Eukaryota	0.0409	22	0.198	0.394	0	0.203523016	3
YGL245W	pre_Eukaryota	0.0431	72	0.461	0.402	1	0.073337591	5
YGL246C	Eukaryota	0.0523333333333	45	0.137	0.367	0	0.328844944	4
YGL247W	N/A	0.133633333333	3	0.09	0.379	1	0.077306873	4
YGL248W	N/A	0.0715	3	0.123	0.403	0	0.027351405	4
YGL249W	SCER_S28	0.3297	4	0.142	0.343	0	0.068830221	3
YGL250W	Fungi	0.1728	8	0.152	0.408	0	0.158660279	4
YGL251C	pre_Eukaryota	0.1021	6	0.118	0.361	0	0.092956329	3
YGL252C	SCER_S28	0.0111	28	0.142	0.393	0	0.261870063	5
YGL253W	Eukaryota	0.07165	14	0.643	0.418	0	0.158471498	6
YGL254W	Eukaryota	0.2283	8	0.139	0.417	0	0.037209944	4
YGL255W	N/A	0.125	0	0.255	0.419	0	0.029182626	3
YGL256W	pre_Eukaryota	0.0904333333333	15	0.421	0.404	0	0.011621887	5
YGL257C	N/A	0.1534	1	0.114	0.368	0	0.017647879	4
YGL258W	Fungi	0.0867333333333	0	0.365	0.424	0	0.020607677	4
YGL262W	N/A	0.7125	1	0.088	0.381	0	0.025554883	1
YGL263W	SCER_S28	0.5914	3	0.122	0.362	0	0.010901283	2
YGR001C	N/A	0.1529	4	0.225	0.376	0	0.008995917	4
YGR002C	Eukaryota	0.0670333333333	30	0.121	0.389	1	0.049681381	4
YGR003W	Eukaryota	0.195	5	0.125	0.358	0	0.021836379	4
YGR004W	SCER_S28	0.0837	4	0.114	0.377	0	0.070173065	3
YGR005C	Eukaryota	0.01835	44	0.182	0.393	1	0.06697329	6
YGR006W	Eukaryota	0.2712	7	0.127	0.404	0	0.488951455	3
YGR007W	N/A	0.04225	0	0.143	0.41	0	0.022040507	4
YGR008C	N/A	0.0881	6	0.339	0.425	0	0.062332754	4
YGR009C	pre_Eukaryota	0.03145	17	0.127	0.406	1	0.071364609	5
YGR010W	pre_Eukaryota	0.02005	5	0.146	0.408	0	0.022812612	4
YGR012W	N/A	0.04505	5	0.151	0.428	0	0.149215835	4
YGR013W	SCER_S28	0.2858	33	0.134	0.415	1	0.059663571	3
YGR014W	Eukaryota	0.397	16	0.118	0.438	0	0.039228499	3
YGR015C	N/A	0.1126	0	0.108	0.375	0	0.040993107	3
YGR016W	SCER_S28	0.1891	3	0.134	0.344	0	0.085498762	4
YGR017W	Eukaryota	0.117533333333	7	0.168	0.402	0	0.160313338	4
YGR019W	N/A	0.0563	2	0.287	0.42	0	0.016337302	4
YGR020C	pre_Eukaryota	0.02265	26	0.298	0.404	0	0.255496804	4
YGR021W	pre_Eukaryota	0.0697	6	0.102	0.469	0	0.050859264	3
YGR024C	Eukaryota	0.05295	8	0.127	0.35	1	0.092066716	5
YGR026W	SCER_S28	0.12885	2	0.196	0.363	0	0.040955061	3
YGR027C	N/A	0.0	20	0.716	0.432	0	0.035306876	6
YGR028W	N/A	0.0235333333333	8	0.125	0.38	0	0.022878667	4
YGR030C	SCER_S28	0.2558	11	0.175	0.319	1	0.075680944	2
YGR031W	pre_Eukaryota	0.174566666667	2	0.091	0.468	0	0.030665267	4
YGR032W	Eukaryota	0.0248	7	0.207	0.394	0	0.033316578	4
YGR033C	SCER_S28	0.0867	14	0.111	0.389	0	0.216649153	4
YGR035C	SCER_S28	0.188166666667	2	0.14	0.385	0	0.032086337	3
YGR036C	Eukaryota	0.0866666666667	1	0.11	0.381	0	0.077871196	4
YGR037C	N/A	0.0378666666667	25	0.36	0.433	0	0.242607815	4
YGR038W	N/A	0.0454	13	0.159	0.401	0	0.044339366	6
YGR040W	Eukaryota	0.0110666666667	111	0.119	0.399	0	0.052243499	4
YGR041W	SCER_S28	0.275733333333	9	0.117	0.402	0	0.011679856	4
YGR042W	SCER_S28	0.2603	1	0.12	0.391	0	0.036715124	4
YGR043C	N/A	0.0414333333333	5	0.171	0.405	0	0.016660411	4
YGR044C	N/A	0.3182	1	0.106	0.428	0	0.089979035	4
YGR046W	Eukaryota	0.0711	3	0.121	0.373	1	0.085662262	4
YGR047C	pre_Eukaryota	0.0296	29	0.135	0.376	1	0.077518085	3
YGR048W	Eukaryota	0.0414666666667	28	0.125	0.416	1	0.09396875	4
YGR049W	SCER_S28	0.043	1	0.197	0.414	0	0.046904934	4
YGR052W	pre_Eukaryota	0.0768666666667	47	0.172	0.396	0	0.010753507	4
YGR053C	SCER_S28	0.181266666667	1	0.135	0.37	0	0.021273957	4
YGR054W	Eukaryota	0.0848	31	0.219	0.415	0	0.02312343	5
YGR055W	N/A	0.0397333333333	59	0.238	0.402	0	0.282908194	5
YGR056W	pre_Eukaryota	0.0768	29	0.133	0.377	0	0.118852475	4
YGR057C	SCER_S28	0.02785	4	0.145	0.337	0	0.020118791	4
YGR058W	Eukaryota	0.0642	11	0.131	0.406	0	0.284272965	4
YGR059W	Eukaryota	0.0624	3	0.174	0.357	0	0.076394776	4
YGR060W	pre_Eukaryota	0.0169333333333	75	0.501	0.414	1	0.073329799	6
YGR061C	pre_Eukaryota	0.0321	8	0.277	0.407	0	0.054087659	4
YGR062C	pre_Eukaryota	0.08975	6	0.07	0.427	0	0.240958763	3
YGR063C	Eukaryota	0.0091	30	0.109	0.477	0	0.073529012	4
YGR065C	pre_Eukaryota	0.04285	9	0.185	0.39	1	0.075595796	3
YGR066C	Eukaryota	0.0814	2	0.146	0.401	0	0.042021185	4
YGR067C	Eukaryota	0.1279	10	0.15	0.383	0	0.01621731	4
YGR068C	Eukaryota	0.0549	7	0.105	0.445	0	0.031501257	4
YGR070W	pre_Eukaryota	0.10845	4	0.127	0.361	0	0.02508554	4
YGR071C	SCER_S28	0.231466666667	7	0.127	0.343	0	0.021243705	4
YGR072W	SCER_S28	0.1333	6	0.152	0.351	0	0.027190423	3
YGR074W	Eukaryota	0.0300333333333	54	0.126	0.416	1	0.06548067	4
YGR075C	SCER_S28	0.179766666667	15	0.151	0.347	1	0.07648007	4
YGR076C	Fungi	0.0948666666667	8	0.163	0.367	0	0.363009605	4
YGR077C	SCER_S28	0.2767	10	0.13	0.39	0	0.049253261	3
YGR078C	Eukaryota	0.0391666666667	12	0.123	0.457	0	0.398848679	4
YGR079W	SCER_S28	0.20405	1	0.133	0.455	0	0.01893547	4
YGR080W	Eukaryota	0.1971	10	0.139	0.414	0	0.0308076	4
YGR081C	SCER_S28	0.13965	16	0.179	0.378	0	0.030334574	3
YGR082W	Eukaryota	0.02365	12	0.224	0.434	1	0.131851064	4
YGR083C	pre_Eukaryota	0.0568	12	0.156	0.391	1	0.083751633	6
YGR084C	SCER_S28	0.1019	35	0.111	0.395	0	0.013829353	4
YGR085C	N/A	0.0607333333333	101	0.727	0.427	0	0.130776095	5
YGR086C	Fungi	0.019	67	0.353	0.435	0	0.067066041	6
YGR087C	pre_Eukaryota	0.0238	9	0.173	0.447	0	0.008302492	6
YGR088W	Eukaryota	0.02415	3	0.242	0.412	0	0.013326652	4
YGR089W	SCER_S28	0.10725	15	0.162	0.351	0	0.023755782	3
YGR090W	Eukaryota	0.29755	120	0.187	0.361	1	0.061542338	4
YGR091W	pre_Eukaryota	0.1671	53	0.138	0.385	1	0.069679559	4
YGR092W	pre_Eukaryota	0.0168	109	0.141	0.388	0	0.185176613	5
YGR093W	N/A	0.14825	1	0.113	0.375	0	0.037454836	4
YGR094W	pre_Eukaryota	0.03585	14	0.369	0.396	1	0.079930107	6
YGR095C	pre_Eukaryota	0.10055	23	0.123	0.41	1	0.076757756	4
YGR096W	N/A	0.0837	1	0.114	0.466	0	0.040236092	4
YGR097W	Fungi	0.0523	32	0.148	0.408	0	0.032315087	4
YGR098C	Eukaryota	0.2332	11	0.113	0.349	1	0.063203476	4
YGR099W	Eukaryota	0.166	12	0.095	0.39	1	0.074443391	4
YGR100W	Eukaryota	0.0283	11	0.146	0.382	0	0.030372537	4
YGR101W	pre_Eukaryota	0.08875	4	0.08	0.434	0	0.395492114	4
YGR102C	SCER_S28	0.21815	3	0.105	0.413	0	0.313527482	2
YGR103W	Eukaryota	0.08495	114	0.266	0.368	1	0.067560802	5
YGR104C	SCER_S28	0.1189	62	0.123	0.381	0	0.434300119	4
YGR105W	SCER_S28	0.0564333333333	17	0.11	0.407	0	0.511465261	4
YGR106C	N/A	0.301766666667	8	0.239	0.364	0	0.061700676	4
YGR108W	Eukaryota	0.06185	8	0.139	0.372	0	0.024223265	4
YGR110W	pre_Eukaryota	0.09595	2	0.141	0.393	0	0.141778194	4
YGR111W	SCER_S28	0.1368	6	0.147	0.38	0	0.012573721	3
YGR112W	N/A	0.124333333333	13	0.125	0.424	0	0.35050269	4
YGR113W	SCER_S28	0.125533333333	30	0.133	0.401	1	0.060492875	4
YGR116W	pre_Eukaryota	0.0204	20	0.218	0.369	1	0.072917625	4
YGR117C	SCER_S28	0.1826	2	0.134	0.366	0	0.0069805	3
YGR119C	Eukaryota	0.0702666666667	34	0.102	0.421	1	0.058137131	4
YGR120C	SCER_S28	0.0664666666667	33	0.142	0.36	1	0.059894866	4
YGR121C	pre_Eukaryota	0.04815	14	0.109	0.459	0	0.014601779	4
YGR122W	SCER_S28	0.0886	2	0.101	0.381	0	0.084850679	2
YGR123C	pre_Eukaryota	0.0358	12	0.173	0.378	0	0.0425036	5
YGR124W	pre_Eukaryota	0.04265	6	0.317	0.439	0	0.003588993	5
YGR125W	N/A	0.0758666666667	3	0.125	0.373	0	0.026958156	4
YGR126W	pre_Eukaryota	0.06815	13	0.189	0.39	0	0.001641989	3
YGR127W	N/A	0.10975	1	0.124	0.374	0	0.016754782	4
YGR128C	SCER_S28	0.1101	58	0.167	0.349	1	0.071240812	3
YGR129W	SCER_S28	0.1346	18	0.128	0.391	0	0.033919745	2
YGR130C	pre_Eukaryota	0.1763	53	0.193	0.401	0	0.008250646	3
YGR131W	N/A	0.1239	1	0.102	0.397	0	0.052438307	4
YGR132C	pre_Eukaryota	0.02435	13	0.223	0.422	0	0.100371487	4
YGR133W	Eukaryota	0.15565	7	0.102	0.437	0	0.031004811	3
YGR134W	SCER_S28	0.0894	16	0.114	0.377	0	0.141168562	3
YGR135W	pre_Eukaryota	0.0111	44	0.182	0.403	0	0.259948101	5
YGR136W	pre_Eukaryota	0.0949	15	0.12	0.43	0	0.021058475	4
YGR138C	N/A	0.0192	24	0.31	0.426	0	0.031872529	5
YGR140W	SCER_S28	0.0561	24	0.14	0.362	1	0.182618504	3
YGR141W	Eukaryota	0.0962	1	0.115	0.421	0	0.054149498	5
YGR142W	SCER_S28	0.1496	21	0.183	0.368	0	0.017888401	3
YGR143W	Fungi	0.0365	4	0.137	0.404	0	0.026290524	5
YGR144W	pre_Eukaryota	0.00585	6	0.423	0.446	0	0.032243693	5
YGR145W	Eukaryota	0.0304	39	0.222	0.378	1	0.102421857	5
YGR146C	SCER_S28	0.1792	3	0.167	0.385	0	0.013900646	4
YGR147C	N/A	0.2298	1	0.096	0.434	1	0.06615206	4
YGR148C	pre_Eukaryota	0.0231	16	0.756	0.432	0	0.314176552	6
YGR149W	Eukaryota	0.0428333333333	4	0.15	0.363	0	0.021819793	4
YGR150C	Fungi	0.1553	4	0.137	0.352	0	0.488366108	4
YGR152C	Eukaryota	0.0604	10	0.138	0.391	0	0.014824425	4
YGR153W	SCER_S28	0.285733333333	3	0.107	0.393	0	0.027365009	1
YGR154C	pre_Eukaryota	0.1627	3	0.15	0.384	0	0.032905174	2
YGR155W	pre_Eukaryota	0.04	37	0.346	0.404	0	0.113008752	5
YGR156W	SCER_S28	0.0645	22	0.122	0.405	1	0.079989405	4
YGR157W	N/A	0.07325	2	0.17	0.349	0	0.014610624	3
YGR158C	pre_Eukaryota	0.0999333333333	21	0.142	0.407	1	0.068320865	4
YGR159C	Eukaryota	0.0637666666667	41	0.493	0.434	0	0.197191144	6
YGR161C	SCER_S28	0.1223	16	0.144	0.459	0	0.013273802	4
YGR162W	pre_Eukaryota	0.10805	77	0.254	0.414	0	0.284560344	5
YGR163W	Eukaryota	0.0189	17	0.116	0.378	0	0.306234373	6
YGR165W	Fungi	0.0663333333333	34	0.145	0.392	0	0.503012548	4
YGR166W	SCER_S28	0.18315	13	0.116	0.365	0	0.074904917	3
YGR167W	Eukaryota	0.13785	25	0.228	0.406	0	0.531262605	3
YGR168C	SCER_S28	0.3087	1	0.119	0.341	0	0.140661778	3
YGR169C	pre_Eukaryota	0.184166666667	0	0.125	0.403	0	0.01001963	4
YGR170W	pre_Eukaryota	0.0728333333333	5	0.13	0.378	0	0.028975989	4
YGR171C	N/A	0.0927	3	0.141	0.378	0	0.437095832	4
YGR172C	pre_Eukaryota	0.02345	27	0.152	0.378	1	0.06200339	4
YGR173W	pre_Eukaryota	0.00723333333333	9	0.206	0.402	0	0.030262545	5
YGR174C	SCER_S28	0.0358	8	0.109	0.443	0	0.312110711	3
YGR175C	Eukaryota	0.0211333333333	19	0.441	0.413	1	0.096351317	5
YGR177C	SCER_S28	0.1681	7	0.168	0.406	0	0.03772824	4
YGR178C	Eukaryota	0.1232	27	0.168	0.422	0	0.046621469	4
YGR179C	SCER_S28	0.1588	28	0.116	0.376	1	0.064776328	4
YGR180C	pre_Eukaryota	0.0681666666667	18	0.497	0.412	0	0.35465654	5
YGR181W	Eukaryota	0.0488333333333	5	0.216	0.444	0	0.080796996	4
YGR184C	Eukaryota	0.0366	21	0.146	0.367	0	0.032871093	5
YGR185C	pre_Eukaryota	0.0331	15	0.302	0.409	1	0.139526285	6
YGR186W	Eukaryota	0.068	34	0.147	0.406	1	0.07469367	4
YGR187C	Eukaryota	0.0275	8	0.184	0.363	0	0.047985231	4
YGR188C	Eukaryota	0.0943	17	0.113	0.377	0	0.080565429	4
YGR189C	pre_Eukaryota	0.187166666667	2	0.233	0.435	0	0.010724123	4
YGR191W	pre_Eukaryota	0.061	12	0.194	0.409	1	0.114766285	3
YGR193C	pre_Eukaryota	0.223233333333	9	0.159	0.398	0	0.039786203	4
YGR194C	pre_Eukaryota	0.07535	2	0.142	0.402	0	0.018253564	4
YGR195W	pre_Eukaryota	0.01325	26	0.139	0.415	1	0.059591335	4
YGR196C	SCER_S28	0.1875	6	0.128	0.394	0	0.019532701	3
YGR197C	N/A	0.1714	2	0.133	0.424	0	0.009155385	2
YGR198W	pre_Eukaryota	0.1251	14	0.134	0.361	1	0.069509655	3
YGR199W	pre_Eukaryota	0.0614	3	0.126	0.379	0	0.009722144	3
YGR200C	pre_Eukaryota	0.0432	21	0.18	0.389	0	0.118684132	4
YGR201C	pre_Eukaryota	0.0893	2	0.146	0.436	0	0.03782446	2
YGR202C	pre_Eukaryota	0.06305	4	0.157	0.422	0	0.000826038	5
YGR203W	SCER_S28	0.0677333333333	10	0.056	0.545	0	0.005176698	4
YGR204W	pre_Eukaryota	0.02475	16	0.277	0.469	0	0.028858515	5
YGR205W	Eukaryota	0.078	2	0.166	0.393	0	0.011862933	4
YGR206W	SCER_S28	0.147566666667	4	0.154	0.383	0	0.033485747	4
YGR207C	pre_Eukaryota	0.042	10	0.178	0.381	0	0.029876485	4
YGR208W	pre_Eukaryota	0.117866666667	3	0.205	0.41	0	0.029132918	4
YGR209C	pre_Eukaryota	0.0396	20	0.425	0.433	0	0.022832631	5
YGR210C	pre_Eukaryota	0.0138	9	0.126	0.466	0	0.020894625	5
YGR211W	pre_Eukaryota	0.02605	7	0.244	0.427	1	0.054795383	5
YGR212W	N/A	0.2166	0	0.129	0.363	0	0.017619936	4
YGR213C	Fungi	0.16965	2	0.118	0.383	0	0.013904974	3
YGR214W	pre_Eukaryota	0.31895	43	0.668	0.454	0	0.09804744	4
YGR215W	Fungi	0.0566	29	0.12	0.403	0	0.517870173	4
YGR216C	N/A	0.124433333333	3	0.119	0.35	1	0.065110574	4
YGR217W	N/A	0.0484	3	0.113	0.376	0	0.08893746	3
YGR218W	Eukaryota	0.0166	90	0.205	0.359	1	0.061799905	4
YGR220C	pre_Eukaryota	0.0414666666667	45	0.158	0.397	0	0.358451379	4
YGR221C	SCER_S28	0.3281	6	0.106	0.401	0	0.026503301	2
YGR222W	SCER_S28	0.19375	4	0.1	0.367	0	0.231289095	4
YGR223C	Eukaryota	0.0569	14	0.127	0.41	0	0.065880459	3
YGR225W	pre_Eukaryota	0.0983	4	0.131	0.391	0	0.071100638	4
YGR227W	N/A	0.096	5	0.127	0.362	0	0.049980722	4
YGR229C	Fungi	0.13315	36	0.187	0.395	0	0.110928135	3
YGR230W	N/A	0.7005	2	0.079	0.399	0	0.023569755	2
YGR231C	N/A	0.05295	18	0.164	0.42	0	0.040772034	6
YGR232W	pre_Eukaryota	0.0435333333333	37	0.167	0.392	0	0.050585403	4
YGR233C	pre_Eukaryota	0.03755	19	0.134	0.358	0	0.006713985	4
YGR234W	pre_Eukaryota	0.176533333333	36	0.267	0.398	0	0.048680398	3
YGR235C	SCER_S28	0.139033333333	2	0.152	0.411	0	0.037999548	4
YGR236C	SCER_S28	0.07305	1	0.107	0.419	0	0.058028781	4
YGR237C	SCER_S28	0.0725	11	0.14	0.387	0	0.04464664	4
YGR238C	Eukaryota	0.23725	16	0.112	0.389	0	0.017259551	4
YGR239C	SCER_S28	0.41555	5	0.112	0.433	0	0.04246873	2
YGR240C	pre_Eukaryota	0.0128	48	0.466	0.416	0	0.111912476	5
YGR241C	Eukaryota	0.0795	17	0.156	0.413	0	0.036167655	3
YGR243W	Eukaryota	0.0342333333333	0	0.099	0.438	0	0.021708549	4
YGR244C	pre_Eukaryota	0.0389	4	0.189	0.422	0	0.098550272	4
YGR245C	Eukaryota	0.0453	42	0.201	0.396	1	0.082970371	4
YGR246C	pre_Eukaryota	0.0346333333333	11	0.181	0.401	1	0.099672012	5
YGR247W	SCER_S28	0.0659666666667	3	0.109	0.446	0	0.00708317	4
YGR248W	N/A	0.0553333333333	2	0.124	0.441	0	0.02496439	3
YGR249W	Eukaryota	0.1101	14	0.114	0.409	0	0.058375594	4
YGR250C	Eukaryota	0.0671	24	0.145	0.381	0	0.016727073	4
YGR251W	SCER_S28	0.165	4	0.12	0.405	1	0.131824965	4
YGR252W	Eukaryota	0.0392	89	0.121	0.381	0	0.336524939	6
YGR253C	pre_Eukaryota	0.0119666666667	32	0.162	0.408	1	0.059246775	5
YGR254W	pre_Eukaryota	0.0710333333333	21	0.871	0.463	0	0.025649255	5
YGR255C	N/A	0.0320333333333	3	0.146	0.402	0	0.300676201	4
YGR256W	pre_Eukaryota	0.02265	6	0.201	0.432	0	0.158955429	5
YGR257C	Eukaryota	0.0465	2	0.102	0.426	0	0.337373279	3
YGR258C	pre_Eukaryota	0.1316	11	0.127	0.402	0	0.046575274	4
YGR260W	N/A	0.0279	39	0.193	0.418	0	0.04522663	5
YGR261C	Eukaryota	0.0915	16	0.156	0.376	0	0.017529	3
YGR262C	pre_Eukaryota	0.0656666666667	39	0.148	0.43	0	0.588307645	4
YGR263C	Fungi	0.09005	3	0.148	0.389	0	0.0314268	4
YGR264C	pre_Eukaryota	0.0516	14	0.293	0.371	1	0.107397859	6
YGR266W	SCER_S28	0.06095	6	0.168	0.391	0	0.006260056	3
YGR267C	pre_Eukaryota	0.00675	23	0.208	0.394	1	0.077489854	4
YGR268C	Fungi	0.1574	16	0.107	0.508	0	0.024752176	4
YGR270W	pre_Eukaryota	0.0701	90	0.143	0.384	0	0.043724137	3
YGR273C	N/A	0.108033333333	1	0.136	0.37	0	0.032477837	4
YGR274C	Eukaryota	0.0632	57	0.166	0.371	1	0.064774927	4
YGR275W	SCER_S28	0.1354	50	0.12	0.42	0	0.027077712	2
YGR276C	Eukaryota	0.0775666666667	27	0.151	0.375	0	0.024192248	4
YGR277C	pre_Eukaryota	0.1457	4	0.114	0.425	1	0.057486115	3
YGR278W	Eukaryota	0.095	18	0.127	0.377	1	0.086058738	3
YGR279C	pre_Eukaryota	0.158	5	0.546	0.465	0	0.063951462	5
YGR280C	Eukaryota	0.051	14	0.15	0.421	1	0.035325241	3
YGR282C	pre_Eukaryota	0.04875	11	0.476	0.431	0	0.0204357	5
YGR283C	pre_Eukaryota	0.1749	6	0.126	0.385	0	0.03092115	4
YGR284C	Eukaryota	0.0509	59	0.235	0.369	0	0.03738257	4
YGR285C	pre_Eukaryota	0.0549	46	0.504	0.443	0	0.328950252	6
YGR286C	N/A	0.0227333333333	2	0.228	0.424	0	0.01158503	4
YGR287C	N/A	0.0434	0	0.241	0.423	0	0.021130871	4
YGR288W	N/A	0.1256	1	0.11	0.412	0	0.020083722	4
YGR289C	pre_Eukaryota	0.07045	14	0.172	0.407	0	0.205448889	3
YGR294W	SCER_S28	0.0508	2	0.65	0.492	0	NaN	4
YGR295C	SCER_S28	0.3207	17	0.133	0.388	0	0.029231401	3
YGR296W	Eukaryota	0.3687	4	0.106	0.448	0	NaN	3
YHL002W	pre_Eukaryota	0.07815	46	0.127	0.403	0	0.021016337	4
YHL003C	Eukaryota	0.03105	20	0.158	0.366	0	0.038382948	5
YHL004W	pre_Eukaryota	0.119	78	0.168	0.431	0	NaN	4
YHL006C	SCER_S28	0.1903	6	0.053	0.518	0	0.061379791	3
YHL007C	pre_Eukaryota	0.0995	105	0.152	0.418	0	0.043354707	5
YHL008C	SCER_S28	0.0978	6	0.113	0.4	0	0.019934343	4
YHL009C	SCER_S28	0.280266666667	17	0.162	0.375	0	0.036037276	4
YHL010C	Eukaryota	0.0826	5	0.135	0.381	0	0.045760089	4
YHL011C	pre_Eukaryota	0.00503333333333	20	0.242	0.392	0	0.159577522	5
YHL012W	N/A	0.18115	3	0.123	0.333	0	0.029294726	3
YHL013C	N/A	0.0774333333333	6	0.153	0.377	0	0.015516807	4
YHL014C	N/A	0.0839666666667	10	0.129	0.377	0	0.04391783	4
YHL015W	pre_Eukaryota	0.0105333333333	34	0.827	0.41	1	0.13415776	6
YHL017W	Eukaryota	0.1946	4	0.148	0.392	0	0.051475608	3
YHL018W	SCER_S28	0.1037	14	0.118	0.475	0	NaN	3
YHL019C	Eukaryota	0.11975	8	0.12	0.41	0	0.038779455	4
YHL020C	SCER_S28	0.10665	13	0.089	0.483	0	0.466180103	4
YHL021C	Eukaryota	0.03425	12	0.163	0.405	0	0.020591883	3
YHL022C	pre_Eukaryota	0.1792	6	0.162	0.377	0	0.036965095	4
YHL023C	Eukaryota	0.2336	4	0.144	0.374	0	0.08444161	4
YHL024W	Fungi	0.0864	19	0.181	0.405	0	0.077006668	4
YHL025W	SCER_S28	0.1443	25	0.083	0.492	0	0.526372982	3
YHL026C	SCER_S28	0.1323	0	0.164	0.428	0	0.036900149	4
YHL027W	Eukaryota	0.1681	7	0.147	0.445	0	0.1071576	3
YHL029C	SCER_S28	0.0612	7	0.149	0.407	0	0.006867395	3
YHL030W	Eukaryota	0.0743	44	0.145	0.378	0	0.011260771	3
YHL031C	Eukaryota	0.0139666666667	15	0.118	0.466	0	0.243258956	4
YHL032C	pre_Eukaryota	0.038	8	0.15	0.471	0	0.003987568	4
YHL033C	pre_Eukaryota	0.118	89	0.842	0.458	0	0.158608318	5
YHL034C	SCER_S28	0.0916	74	0.346	0.43	0	0.024750399	4
YHL035C	pre_Eukaryota	0.1374	7	0.136	0.358	0	0.050769807	3
YHL036W	pre_Eukaryota	0.0592	2	0.116	0.402	0	0.012759873	3
YHL038C	SCER_S28	0.09865	1	0.137	0.391	0	0.321951137	3
YHL039W	Eukaryota	0.129833333333	4	0.152	0.364	0	0.02876684	4
YHL040C	N/A	0.0594	2	0.242	0.411	0	0.017906247	4
YHL044W	SCER_S28	0.58225	3	0.145	0.359	0	0.055760115	1
YHR001W	Eukaryota	0.04525	20	0.149	0.4	0	0.02688857	5
YHR001W-A	N/A	0.0296	3	0.136	0.39	0	NaN	3
YHR002W	N/A	0.0558666666667	1	0.097	0.374	0	0.137609568	4
YHR003C	pre_Eukaryota	0.0846	4	0.128	0.395	0	0.017717138	4
YHR004C	Eukaryota	0.129666666667	3	0.117	0.377	0	0.117399997	4
YHR005C	Eukaryota	0.0535666666667	23	0.154	0.383	1	0.077327278	4
YHR006W	N/A	0.2257	1	0.122	0.41	0	0.03255744	4
YHR007C	N/A	0.04705	79	0.506	0.4	1	0.096804386	6
YHR008C	pre_Eukaryota	0.0358666666667	9	0.226	0.491	0	0.409644653	6
YHR009C	pre_Eukaryota	0.0389333333333	9	0.165	0.432	0	0.055820848	4
YHR011W	pre_Eukaryota	0.1099	6	0.099	0.398	0	0.445723381	4
YHR012W	pre_Eukaryota	0.149	12	0.148	0.391	0	0.160942941	4
YHR013C	pre_Eukaryota	0.0277333333333	27	0.176	0.406	0	0.242901121	5
YHR014W	SCER_S28	0.146533333333	7	0.115	0.373	0	0.002325354	4
YHR015W	Eukaryota	0.14765	5	0.136	0.325	0	0.019365658	4
YHR016C	pre_Eukaryota	0.0656	66	0.153	0.441	0	0.05058582	5
YHR017W	N/A	0.204	1	0.114	0.384	0	0.030438613	4
YHR018C	pre_Eukaryota	0.0257666666667	5	0.23	0.412	0	0.030249866	5
YHR019C	pre_Eukaryota	0.0548	37	0.4	0.444	1	0.096075089	5
YHR020W	pre_Eukaryota	0.041	22	0.355	0.434	1	0.134446771	5
YHR021C	N/A	0.1232	6	0.66	0.419	0	0.375633503	2
